ADDR | HEX  |       BINARY       | UNSIGNED |  S10 |  S12 |  S16
A52  | 07FC | 0000_0111_1111_1100 |     2044 |   -4 | 2044 | 2044
A53  | 78E4 | 0111_1000_1110_0100 |    30948 |  228 | -1820 | 30948
A54  | 07E1 | 0000_0111_1110_0001 |     2017 |  -31 | 2017 | 2017
A55  | 04C3 | 0000_0100_1100_0011 |     1219 |  195 | 1219 | 1219
A56  | 7FFD | 0111_1111_1111_1101 |    32765 |   -3 |   -3 | 32765
A57  | 0367 | 0000_0011_0110_0111 |      871 | -153 |  871 |  871
A58  | 07DD | 0000_0111_1101_1101 |     2013 |  -35 | 2013 | 2013
A59  | 08A4 | 0000_1000_1010_0100 |     2212 |  164 | -1884 | 2212
A5A  | 041D | 0000_0100_0001_1101 |     1053 |   29 | 1053 | 1053
A5B  | 7B99 | 0111_1011_1001_1001 |    31641 | -103 | -1127 | 31641
A5C  | 78B9 | 0111_1000_1011_1001 |    30905 |  185 | -1863 | 30905
A5D  | 7800 | 0111_1000_0000_0000 |    30720 |    0 | -2048 | 30720
A5E  | 0744 | 0000_0111_0100_0100 |     1860 | -188 | 1860 | 1860
A5F  | 7CE0 | 0111_1100_1110_0000 |    31968 |  224 | -800 | 31968
A60  | 0844 | 0000_1000_0100_0100 |     2116 |   68 | -1980 | 2116
A61  | 0427 | 0000_0100_0010_0111 |     1063 |   39 | 1063 | 1063
A62  | 7C27 | 0111_1100_0010_0111 |    31783 |   39 | -985 | 31783
A63  | 7C1E | 0111_1100_0001_1110 |    31774 |   30 | -994 | 31774
A64  | 0444 | 0000_0100_0100_0100 |     1092 |   68 | 1092 | 1092
A65  | 04C3 | 0000_0100_1100_0011 |     1219 |  195 | 1219 | 1219
A66  | 7CA5 | 0111_1100_1010_0101 |    31909 |  165 | -859 | 31909
A67  | 7C5C | 0111_1100_0101_1100 |    31836 |   92 | -932 | 31836
A68  | 7F3A | 0111_1111_0011_1010 |    32570 | -198 | -198 | 32570
A69  | 0746 | 0000_0111_0100_0110 |     1862 | -186 | 1862 | 1862
A6A  | 7FDA | 0111_1111_1101_1010 |    32730 |  -38 |  -38 | 32730
A6B  | 7841 | 0111_1000_0100_0001 |    30785 |   65 | -1983 | 30785
A6C  | 07A7 | 0000_0111_1010_0111 |     1959 |  -89 | 1959 | 1959
A6D  | 789D | 0111_1000_1001_1101 |    30877 |  157 | -1891 | 30877
A6E  | 00DC | 0000_0000_1101_1100 |      220 |  220 |  220 |  220
A6F  | 0422 | 0000_0100_0010_0010 |     1058 |   34 | 1058 | 1058
A70  | 03A5 | 0000_0011_1010_0101 |      933 |  -91 |  933 |  933
A71  | 7F59 | 0111_1111_0101_1001 |    32601 | -167 | -167 | 32601
A72  | 7C5F | 0111_1100_0101_1111 |    31839 |   95 | -929 | 31839
A73  | 0B9B | 0000_1011_1001_1011 |     2971 | -101 | -1125 | 2971
A74  | 7C3E | 0111_1100_0011_1110 |    31806 |   62 | -962 | 31806
A75  | 033D | 0000_0011_0011_1101 |      829 | -195 |  829 |  829
A76  | 7C7D | 0111_1100_0111_1101 |    31869 |  125 | -899 | 31869
A77  | 0723 | 0000_0111_0010_0011 |     1827 | -221 | 1827 | 1827
A78  | 7C9D | 0111_1100_1001_1101 |    31901 |  157 | -867 | 31901
A79  | 0BF9 | 0000_1011_1111_1001 |     3065 |   -7 | -1031 | 3065
A7A  | 7C79 | 0111_1100_0111_1001 |    31865 |  121 | -903 | 31865
A7B  | 037B | 0000_0011_0111_1011 |      891 | -133 |  891 |  891
A7C  | 0046 | 0000_0000_0100_0110 |       70 |   70 |   70 |   70
A7D  | 7F44 | 0111_1111_0100_0100 |    32580 | -188 | -188 | 32580
A7E  | 0022 | 0000_0000_0010_0010 |       34 |   34 |   34 |   34
A7F  | 037C | 0000_0011_0111_1100 |      892 | -132 |  892 |  892
A80  | 0B5D | 0000_1011_0101_1101 |     2909 | -163 | -1187 | 2909
A81  | 049A | 0000_0100_1001_1010 |     1178 |  154 | 1178 | 1178
A82  | 0800 | 0000_1000_0000_0000 |     2048 |    0 | -2048 | 2048
A83  | 7843 | 0111_1000_0100_0011 |    30787 |   67 | -1981 | 30787
A84  | 0BC3 | 0000_1011_1100_0011 |     3011 |  -61 | -1085 | 3011
A85  | 7FC6 | 0111_1111_1100_0110 |    32710 |  -58 |  -58 | 32710
A86  | 045A | 0000_0100_0101_1010 |     1114 |   90 | 1114 | 1114
A87  | 7C61 | 0111_1100_0110_0001 |    31841 |   97 | -927 | 31841
A88  | 7BFA | 0111_1011_1111_1010 |    31738 |   -6 | -1030 | 31738
A89  | 07E5 | 0000_0111_1110_0101 |     2021 |  -27 | 2021 | 2021
A8A  | 0061 | 0000_0000_0110_0001 |       97 |   97 |   97 |   97
A8B  | 08BF | 0000_1000_1011_1111 |     2239 |  191 | -1857 | 2239
A8C  | 7CE7 | 0111_1100_1110_0111 |    31975 |  231 | -793 | 31975
A8D  | 7BC0 | 0111_1011_1100_0000 |    31680 |  -64 | -1088 | 31680
A8E  | 0387 | 0000_0011_1000_0111 |      903 | -121 |  903 |  903
A8F  | 0863 | 0000_1000_0110_0011 |     2147 |   99 | -1949 | 2147
A90  | 003A | 0000_0000_0011_1010 |       58 |   58 |   58 |   58
A91  | 0BDF | 0000_1011_1101_1111 |     3039 |  -33 | -1057 | 3039
A92  | 0784 | 0000_0111_1000_0100 |     1924 | -124 | 1924 | 1924
A93  | 009E | 0000_0000_1001_1110 |      158 |  158 |  158 |  158
A94  | 037C | 0000_0011_0111_1100 |      892 | -132 |  892 |  892
A95  | 039F | 0000_0011_1001_1111 |      927 |  -97 |  927 |  927
A96  | 0766 | 0000_0111_0110_0110 |     1894 | -154 | 1894 | 1894
A97  | 78E5 | 0111_1000_1110_0101 |    30949 |  229 | -1819 | 30949
A98  | 0B5C | 0000_1011_0101_1100 |     2908 | -164 | -1188 | 2908
A99  | 00DA | 0000_0000_1101_1010 |      218 |  218 |  218 |  218
A9A  | 07A2 | 0000_0111_1010_0010 |     1954 |  -94 | 1954 | 1954
A9B  | 7B44 | 0111_1011_0100_0100 |    31556 | -188 | -1212 | 31556
A9C  | 0BDF | 0000_1011_1101_1111 |     3039 |  -33 | -1057 | 3039
A9D  | 0760 | 0000_0111_0110_0000 |     1888 | -160 | 1888 | 1888
A9E  | 0BDA | 0000_1011_1101_1010 |     3034 |  -38 | -1062 | 3034
A9F  | 00FD | 0000_0000_1111_1101 |      253 |  253 |  253 |  253
AA0  | 7879 | 0111_1000_0111_1001 |    30841 |  121 | -1927 | 30841
AA1  | 045F | 0000_0100_0101_1111 |     1119 |   95 | 1119 | 1119
AA2  | 7820 | 0111_1000_0010_0000 |    30752 |   32 | -2016 | 30752
AA3  | 0325 | 0000_0011_0010_0101 |      805 | -219 |  805 |  805
AA4  | 7BDE | 0111_1011_1101_1110 |    31710 |  -34 | -1058 | 31710
AA5  | 783D | 0111_1000_0011_1101 |    30781 |   61 | -1987 | 30781
AA6  | 7C67 | 0111_1100_0110_0111 |    31847 |  103 | -921 | 31847
AA7  | 7B9E | 0111_1011_1001_1110 |    31646 |  -98 | -1122 | 31646
AA8  | 0867 | 0000_1000_0110_0111 |     2151 |  103 | -1945 | 2151
AA9  | 049A | 0000_0100_1001_1010 |     1178 |  154 | 1178 | 1178
AAA  | 7F59 | 0111_1111_0101_1001 |    32601 | -167 | -167 | 32601
AAB  | 04BF | 0000_0100_1011_1111 |     1215 |  191 | 1215 | 1215
AAC  | 079F | 0000_0111_1001_1111 |     1951 |  -97 | 1951 | 1951
AAD  | 0322 | 0000_0011_0010_0010 |      802 | -222 |  802 |  802
AAE  | 0363 | 0000_0011_0110_0011 |      867 | -157 |  867 |  867
AAF  | 7C42 | 0111_1100_0100_0010 |    31810 |   66 | -958 | 31810
AB0  | 0026 | 0000_0000_0010_0110 |       38 |   38 |   38 |   38
AB1  | 005A | 0000_0000_0101_1010 |       90 |   90 |   90 |   90
AB2  | 03BA | 0000_0011_1011_1010 |      954 |  -70 |  954 |  954
AB3  | 04F9 | 0000_0100_1111_1001 |     1273 |  249 | 1273 | 1273
AB4  | 7C62 | 0111_1100_0110_0010 |    31842 |   98 | -926 | 31842
AB5  | 07C0 | 0000_0111_1100_0000 |     1984 |  -64 | 1984 | 1984
AB6  | 0B67 | 0000_1011_0110_0111 |     2919 | -153 | -1177 | 2919
AB7  | 07A0 | 0000_0111_1010_0000 |     1952 |  -96 | 1952 | 1952
AB8  | 0879 | 0000_1000_0111_1001 |     2169 |  121 | -1927 | 2169
AB9  | 7804 | 0111_1000_0000_0100 |    30724 |    4 | -2044 | 30724
ABA  | 7BC3 | 0111_1011_1100_0011 |    31683 |  -61 | -1085 | 31683
ABB  | 0B80 | 0000_1011_1000_0000 |     2944 | -128 | -1152 | 2944
ABC  | 0B41 | 0000_1011_0100_0001 |     2881 | -191 | -1215 | 2881
ABD  | 04C6 | 0000_0100_1100_0110 |     1222 |  198 | 1222 | 1222
ABE  | 083C | 0000_1000_0011_1100 |     2108 |   60 | -1988 | 2108
ABF  | 7CB9 | 0111_1100_1011_1001 |    31929 |  185 | -839 | 31929
AC0  | 7899 | 0111_1000_1001_1001 |    30873 |  153 | -1895 | 30873
AC1  | 7B3B | 0111_1011_0011_1011 |    31547 | -197 | -1221 | 31547
AC2  | 0B27 | 0000_1011_0010_0111 |     2855 | -217 | -1241 | 2855
AC3  | 00A6 | 0000_0000_1010_0110 |      166 |  166 |  166 |  166
AC4  | 039D | 0000_0011_1001_1101 |      925 |  -99 |  925 |  925
AC5  | 0BFD | 0000_1011_1111_1101 |     3069 |   -3 | -1027 | 3069
AC6  | 7F21 | 0111_1111_0010_0001 |    32545 | -223 | -223 | 32545
AC7  | 0022 | 0000_0000_0010_0010 |       34 |   34 |   34 |   34
AC8  | 0B86 | 0000_1011_1000_0110 |     2950 | -122 | -1146 | 2950
AC9  | 7F64 | 0111_1111_0110_0100 |    32612 | -156 | -156 | 32612
ACA  | 7F3A | 0111_1111_0011_1010 |    32570 | -198 | -198 | 32570
ACB  | 045A | 0000_0100_0101_1010 |     1114 |   90 | 1114 | 1114
ACC  | 7F9E | 0111_1111_1001_1110 |    32670 |  -98 |  -98 | 32670
ACD  | 0027 | 0000_0000_0010_0111 |       39 |   39 |   39 |   39
ACE  | 00A1 | 0000_0000_1010_0001 |      161 |  161 |  161 |  161
ACF  | 08D9 | 0000_1000_1101_1001 |     2265 |  217 | -1831 | 2265
AD0  | 0841 | 0000_1000_0100_0001 |     2113 |   65 | -1983 | 2113
AD1  | 7FC1 | 0111_1111_1100_0001 |    32705 |  -63 |  -63 | 32705
AD2  | 7BC5 | 0111_1011_1100_0101 |    31685 |  -59 | -1083 | 31685
AD3  | 0721 | 0000_0111_0010_0001 |     1825 | -223 | 1825 | 1825
AD4  | 785D | 0111_1000_0101_1101 |    30813 |   93 | -1955 | 30813
AD5  | 7F45 | 0111_1111_0100_0101 |    32581 | -187 | -187 | 32581
AD6  | 7C67 | 0111_1100_0110_0111 |    31847 |  103 | -921 | 31847
AD7  | 7BC1 | 0111_1011_1100_0001 |    31681 |  -63 | -1087 | 31681
AD8  | 0743 | 0000_0111_0100_0011 |     1859 | -189 | 1859 | 1859
AD9  | 7B7C | 0111_1011_0111_1100 |    31612 | -132 | -1156 | 31612
ADA  | 0B9A | 0000_1011_1001_1010 |     2970 | -102 | -1126 | 2970
ADB  | 0065 | 0000_0000_0110_0101 |      101 |  101 |  101 |  101
ADC  | 0BBE | 0000_1011_1011_1110 |     3006 |  -66 | -1090 | 3006
ADD  | 00E6 | 0000_0000_1110_0110 |      230 |  230 |  230 |  230
ADE  | 7C3C | 0111_1100_0011_1100 |    31804 |   60 | -964 | 31804
ADF  | 049E | 0000_0100_1001_1110 |     1182 |  158 | 1182 | 1182
AE0  | 78FB | 0111_1000_1111_1011 |    30971 |  251 | -1797 | 30971
AE1  | 04FE | 0000_0100_1111_1110 |     1278 |  254 | 1278 | 1278
AE2  | 7B9A | 0111_1011_1001_1010 |    31642 | -102 | -1126 | 31642
AE3  | 08BA | 0000_1000_1011_1010 |     2234 |  186 | -1862 | 2234
AE4  | 0865 | 0000_1000_0110_0101 |     2149 |  101 | -1947 | 2149
AE5  | 7821 | 0111_1000_0010_0001 |    30753 |   33 | -2015 | 30753
AE6  | 047F | 0000_0100_0111_1111 |     1151 |  127 | 1151 | 1151
AE7  | 785B | 0111_1000_0101_1011 |    30811 |   91 | -1957 | 30811
AE8  | 7F65 | 0111_1111_0110_0101 |    32613 | -155 | -155 | 32613
AE9  | 0803 | 0000_1000_0000_0011 |     2051 |    3 | -2045 | 2051
AEA  | 7C99 | 0111_1100_1001_1001 |    31897 |  153 | -871 | 31897
AEB  | 0B20 | 0000_1011_0010_0000 |     2848 | -224 | -1248 | 2848
AEC  | 0866 | 0000_1000_0110_0110 |     2150 |  102 | -1946 | 2150
AED  | 003E | 0000_0000_0011_1110 |       62 |   62 |   62 |   62
AEE  | 7C3F | 0111_1100_0011_1111 |    31807 |   63 | -961 | 31807
AEF  | 7C41 | 0111_1100_0100_0001 |    31809 |   65 | -959 | 31809
AF0  | 035D | 0000_0011_0101_1101 |      861 | -163 |  861 |  861
AF1  | 0787 | 0000_0111_1000_0111 |     1927 | -121 | 1927 | 1927
AF2  | 7CB9 | 0111_1100_1011_1001 |    31929 |  185 | -839 | 31929
AF3  | 7804 | 0111_1000_0000_0100 |    30724 |    4 | -2044 | 30724
AF4  | 03E2 | 0000_0011_1110_0010 |      994 |  -30 |  994 |  994
AF5  | 7F3F | 0111_1111_0011_1111 |    32575 | -193 | -193 | 32575
AF6  | 07A7 | 0000_0111_1010_0111 |     1959 |  -89 | 1959 | 1959
AF7  | 7FFD | 0111_1111_1111_1101 |    32765 |   -3 |   -3 | 32765
AF8  | 08FB | 0000_1000_1111_1011 |     2299 |  251 | -1797 | 2299
AF9  | 7B84 | 0111_1011_1000_0100 |    31620 | -124 | -1148 | 31620
AFA  | 00E5 | 0000_0000_1110_0101 |      229 |  229 |  229 |  229
AFB  | 08E1 | 0000_1000_1110_0001 |     2273 |  225 | -1823 | 2273
AFC  | 0739 | 0000_0111_0011_1001 |     1849 | -199 | 1849 | 1849
AFD  | 0839 | 0000_1000_0011_1001 |     2105 |   57 | -1991 | 2105
AFE  | 08D9 | 0000_1000_1101_1001 |     2265 |  217 | -1831 | 2265
AFF  | 07BB | 0000_0111_1011_1011 |     1979 |  -69 | 1979 | 1979
B00  | 0864 | 0000_1000_0110_0100 |     2148 |  100 | -1948 | 2148
B01  | 035E | 0000_0011_0101_1110 |      862 | -162 |  862 |  862
B02  | 7C02 | 0111_1100_0000_0010 |    31746 |    2 | -1022 | 31746
B03  | 0863 | 0000_1000_0110_0011 |     2147 |   99 | -1949 | 2147
B04  | 00BB | 0000_0000_1011_1011 |      187 |  187 |  187 |  187
B05  | 7F40 | 0111_1111_0100_0000 |    32576 | -192 | -192 | 32576
B06  | 7F66 | 0111_1111_0110_0110 |    32614 | -154 | -154 | 32614
B07  | 08C6 | 0000_1000_1100_0110 |     2246 |  198 | -1850 | 2246
B08  | 0042 | 0000_0000_0100_0010 |       66 |   66 |   66 |   66
B09  | 0B3A | 0000_1011_0011_1010 |     2874 | -198 | -1222 | 2874
B0A  | 0466 | 0000_0100_0110_0110 |     1126 |  102 | 1126 | 1126
B0B  | 7F41 | 0111_1111_0100_0001 |    32577 | -191 | -191 | 32577
B0C  | 08DB | 0000_1000_1101_1011 |     2267 |  219 | -1829 | 2267
B0D  | 7FFD | 0111_1111_1111_1101 |    32765 |   -3 |   -3 | 32765
B0E  | 0042 | 0000_0000_0100_0010 |       66 |   66 |   66 |   66
B0F  | 7B40 | 0111_1011_0100_0000 |    31552 | -192 | -1216 | 31552
B10  | 0BDA | 0000_1011_1101_1010 |     3034 |  -38 | -1062 | 3034
B11  | 08FE | 0000_1000_1111_1110 |     2302 |  254 | -1794 | 2302
B12  | 7F64 | 0111_1111_0110_0100 |    32612 | -156 | -156 | 32612
B13  | 039D | 0000_0011_1001_1101 |      925 |  -99 |  925 |  925
B14  | 0465 | 0000_0100_0110_0101 |     1125 |  101 | 1125 | 1125
B15  | 00E2 | 0000_0000_1110_0010 |      226 |  226 |  226 |  226
B16  | 08A1 | 0000_1000_1010_0001 |     2209 |  161 | -1887 | 2209
B17  | 0404 | 0000_0100_0000_0100 |     1028 |    4 | 1028 | 1028
B18  | 00DD | 0000_0000_1101_1101 |      221 |  221 |  221 |  221
B19  | 7B7A | 0111_1011_0111_1010 |    31610 | -134 | -1158 | 31610
B1A  | 7C5D | 0111_1100_0101_1101 |    31837 |   93 | -931 | 31837
B1B  | 03C7 | 0000_0011_1100_0111 |      967 |  -57 |  967 |  967
B1C  | 0324 | 0000_0011_0010_0100 |      804 | -220 |  804 |  804
B1D  | 7BFC | 0111_1011_1111_1100 |    31740 |   -4 | -1028 | 31740
B1E  | 0807 | 0000_1000_0000_0111 |     2055 |    7 | -2041 | 2055
B1F  | 7C63 | 0111_1100_0110_0011 |    31843 |   99 | -925 | 31843
B20  | 00DF | 0000_0000_1101_1111 |      223 |  223 |  223 |  223
B21  | 041E | 0000_0100_0001_1110 |     1054 |   30 | 1054 | 1054
B22  | 0366 | 0000_0011_0110_0110 |      870 | -154 |  870 |  870
B23  | 7CDA | 0111_1100_1101_1010 |    31962 |  218 | -806 | 31962
B24  | 0044 | 0000_0000_0100_0100 |       68 |   68 |   68 |   68
B25  | 7B23 | 0111_1011_0010_0011 |    31523 | -221 | -1245 | 31523
B26  | 0023 | 0000_0000_0010_0011 |       35 |   35 |   35 |   35
B27  | 00A5 | 0000_0000_1010_0101 |      165 |  165 |  165 |  165
B28  | 07DD | 0000_0111_1101_1101 |     2013 |  -35 | 2013 | 2013
B29  | 787F | 0111_1000_0111_1111 |    30847 |  127 | -1921 | 30847
B2A  | 7823 | 0111_1000_0010_0011 |    30755 |   35 | -2013 | 30755
B2B  | 03FF | 0000_0011_1111_1111 |     1023 |   -1 | 1023 | 1023
B2C  | 0727 | 0000_0111_0010_0111 |     1831 | -217 | 1831 | 1831
B2D  | 009D | 0000_0000_1001_1101 |      157 |  157 |  157 |  157
B2E  | 0084 | 0000_0000_1000_0100 |      132 |  132 |  132 |  132
B2F  | 7F27 | 0111_1111_0010_0111 |    32551 | -217 | -217 | 32551
B30  | 7FC1 | 0111_1111_1100_0001 |    32705 |  -63 |  -63 | 32705
B31  | 07BC | 0000_0111_1011_1100 |     1980 |  -68 | 1980 | 1980
B32  | 0823 | 0000_1000_0010_0011 |     2083 |   35 | -2013 | 2083
B33  | 7F5B | 0111_1111_0101_1011 |    32603 | -165 | -165 | 32603
B34  | 0807 | 0000_1000_0000_0111 |     2055 |    7 | -2041 | 2055
B35  | 787C | 0111_1000_0111_1100 |    30844 |  124 | -1924 | 30844
B36  | 7FBD | 0111_1111_1011_1101 |    32701 |  -67 |  -67 | 32701
B37  | 7F45 | 0111_1111_0100_0101 |    32581 | -187 | -187 | 32581
B38  | 04BE | 0000_0100_1011_1110 |     1214 |  190 | 1214 | 1214
B39  | 085B | 0000_1000_0101_1011 |     2139 |   91 | -1957 | 2139
B3A  | 7C7A | 0111_1100_0111_1010 |    31866 |  122 | -902 | 31866
B3B  | 7C66 | 0111_1100_0110_0110 |    31846 |  102 | -922 | 31846
B3C  | 0485 | 0000_0100_1000_0101 |     1157 |  133 | 1157 | 1157
B3D  | 07DC | 0000_0111_1101_1100 |     2012 |  -36 | 2012 | 2012
B3E  | 085D | 0000_1000_0101_1101 |     2141 |   93 | -1955 | 2141
B3F  | 781C | 0111_1000_0001_1100 |    30748 |   28 | -2020 | 30748
B40  | 7B86 | 0111_1011_1000_0110 |    31622 | -122 | -1146 | 31622
B41  | 0343 | 0000_0011_0100_0011 |      835 | -189 |  835 |  835
B42  | 7C85 | 0111_1100_1000_0101 |    31877 |  133 | -891 | 31877
B43  | 0867 | 0000_1000_0110_0111 |     2151 |  103 | -1945 | 2151
B44  | 7FA4 | 0111_1111_1010_0100 |    32676 |  -92 |  -92 | 32676
B45  | 08FB | 0000_1000_1111_1011 |     2299 |  251 | -1797 | 2299
B46  | 0880 | 0000_1000_1000_0000 |     2176 |  128 | -1920 | 2176
B47  | 0B42 | 0000_1011_0100_0010 |     2882 | -190 | -1214 | 2882
B48  | 7F5C | 0111_1111_0101_1100 |    32604 | -164 | -164 | 32604
B49  | 04E6 | 0000_0100_1110_0110 |     1254 |  230 | 1254 | 1254
B4A  | 7FDA | 0111_1111_1101_1010 |    32730 |  -38 |  -38 | 32730
B4B  | 087A | 0000_1000_0111_1010 |     2170 |  122 | -1926 | 2170
B4C  | 0059 | 0000_0000_0101_1001 |       89 |   89 |   89 |   89
B4D  | 7825 | 0111_1000_0010_0101 |    30757 |   37 | -2011 | 30757
B4E  | 08BC | 0000_1000_1011_1100 |     2236 |  188 | -1860 | 2236
B4F  | 0382 | 0000_0011_1000_0010 |      898 | -126 |  898 |  898
B50  | 07C1 | 0000_0111_1100_0001 |     1985 |  -63 | 1985 | 1985
B51  | 0BE6 | 0000_1011_1110_0110 |     3046 |  -26 | -1050 | 3046
B52  | 00A3 | 0000_0000_1010_0011 |      163 |  163 |  163 |  163
B53  | 087F | 0000_1000_0111_1111 |     2175 |  127 | -1921 | 2175
B54  | 7FC7 | 0111_1111_1100_0111 |    32711 |  -57 |  -57 | 32711
B55  | 0004 | 0000_0000_0000_0100 |        4 |    4 |    4 |    4
B56  | 7F82 | 0111_1111_1000_0010 |    32642 | -126 | -126 | 32642
B57  | 7C9F | 0111_1100_1001_1111 |    31903 |  159 | -865 | 31903
B58  | 00E5 | 0000_0000_1110_0101 |      229 |  229 |  229 |  229
B59  | 7B27 | 0111_1011_0010_0111 |    31527 | -217 | -1241 | 31527
B5A  | 03FF | 0000_0011_1111_1111 |     1023 |   -1 | 1023 | 1023
B5B  | 7B67 | 0111_1011_0110_0111 |    31591 | -153 | -1177 | 31591
B5C  | 08C0 | 0000_1000_1100_0000 |     2240 |  192 | -1856 | 2240
B5D  | 0BD9 | 0000_1011_1101_1001 |     3033 |  -39 | -1063 | 3033
B5E  | 0342 | 0000_0011_0100_0010 |      834 | -190 |  834 |  834
B5F  | 0825 | 0000_1000_0010_0101 |     2085 |   37 | -2011 | 2085
B60  | 0722 | 0000_0111_0010_0010 |     1826 | -222 | 1826 | 1826
B61  | 7FC0 | 0111_1111_1100_0000 |    32704 |  -64 |  -64 | 32704
B62  | 7FDC | 0111_1111_1101_1100 |    32732 |  -36 |  -36 | 32732
B63  | 7BBC | 0111_1011_1011_1100 |    31676 |  -68 | -1092 | 31676
B64  | 08BC | 0000_1000_1011_1100 |     2236 |  188 | -1860 | 2236
B65  | 7BBE | 0111_1011_1011_1110 |    31678 |  -66 | -1090 | 31678
B66  | 7F3F | 0111_1111_0011_1111 |    32575 | -193 | -193 | 32575
B67  | 7C5E | 0111_1100_0101_1110 |    31838 |   94 | -930 | 31838
B68  | 0899 | 0000_1000_1001_1001 |     2201 |  153 | -1895 | 2201
B69  | 07A4 | 0000_0111_1010_0100 |     1956 |  -92 | 1956 | 1956
B6A  | 0740 | 0000_0111_0100_0000 |     1856 | -192 | 1856 | 1856
B6B  | 0BE5 | 0000_1011_1110_0101 |     3045 |  -27 | -1051 | 3045
B6C  | 0B62 | 0000_1011_0110_0010 |     2914 | -158 | -1182 | 2914
B6D  | 78A7 | 0111_1000_1010_0111 |    30887 |  167 | -1881 | 30887
B6E  | 08E3 | 0000_1000_1110_0011 |     2275 |  227 | -1821 | 2275
B6F  | 0785 | 0000_0111_1000_0101 |     1925 | -123 | 1925 | 1925
B70  | 0B7F | 0000_1011_0111_1111 |     2943 | -129 | -1153 | 2943
B71  | 7B7E | 0111_1011_0111_1110 |    31614 | -130 | -1154 | 31614
B72  | 7B9E | 0111_1011_1001_1110 |    31646 |  -98 | -1122 | 31646
B73  | 7BBD | 0111_1011_1011_1101 |    31677 |  -67 | -1091 | 31677
B74  | 7B3E | 0111_1011_0011_1110 |    31550 | -194 | -1218 | 31550
B75  | 0384 | 0000_0011_1000_0100 |      900 | -124 |  900 |  900
B76  | 0881 | 0000_1000_1000_0001 |     2177 |  129 | -1919 | 2177
B77  | 7C82 | 0111_1100_1000_0010 |    31874 |  130 | -894 | 31874
B78  | 0861 | 0000_1000_0110_0001 |     2145 |   97 | -1951 | 2145
B79  | 0007 | 0000_0000_0000_0111 |        7 |    7 |    7 |    7
B7A  | 7842 | 0111_1000_0100_0010 |    30786 |   66 | -1982 | 30786
B7B  | 03E0 | 0000_0011_1110_0000 |      992 |  -32 |  992 |  992
B7C  | 0422 | 0000_0100_0010_0010 |     1058 |   34 | 1058 | 1058
B7D  | 07A1 | 0000_0111_1010_0001 |     1953 |  -95 | 1953 | 1953
B7E  | 08A5 | 0000_1000_1010_0101 |     2213 |  165 | -1883 | 2213
B7F  | 08E2 | 0000_1000_1110_0010 |     2274 |  226 | -1822 | 2274
B80  | 7C40 | 0111_1100_0100_0000 |    31808 |   64 | -960 | 31808
B81  | 7F80 | 0111_1111_1000_0000 |    32640 | -128 | -128 | 32640
B82  | 0419 | 0000_0100_0001_1001 |     1049 |   25 | 1049 | 1049
B83  | 7822 | 0111_1000_0010_0010 |    30754 |   34 | -2014 | 30754
B84  | 00A3 | 0000_0000_1010_0011 |      163 |  163 |  163 |  163
B85  | 7FFD | 0111_1111_1111_1101 |    32765 |   -3 |   -3 | 32765
B86  | 7CDC | 0111_1100_1101_1100 |    31964 |  220 | -804 | 31964
B87  | 7BFA | 0111_1011_1111_1010 |    31738 |   -6 | -1030 | 31738
B88  | 7BA0 | 0111_1011_1010_0000 |    31648 |  -96 | -1120 | 31648
B89  | 0B9B | 0000_1011_1001_1011 |     2971 | -101 | -1125 | 2971
B8A  | 00DC | 0000_0000_1101_1100 |      220 |  220 |  220 |  220
B8B  | 7844 | 0111_1000_0100_0100 |    30788 |   68 | -1980 | 30788
B8C  | 7F3F | 0111_1111_0011_1111 |    32575 | -193 | -193 | 32575
B8D  | 7C42 | 0111_1100_0100_0010 |    31810 |   66 | -958 | 31810
B8E  | 0441 | 0000_0100_0100_0001 |     1089 |   65 | 1089 | 1089
B8F  | 7BFA | 0111_1011_1111_1010 |    31738 |   -6 | -1030 | 31738
B90  | 0B3B | 0000_1011_0011_1011 |     2875 | -197 | -1221 | 2875
B91  | 033C | 0000_0011_0011_1100 |      828 | -196 |  828 |  828
B92  | 0BA2 | 0000_1011_1010_0010 |     2978 |  -94 | -1118 | 2978
B93  | 7CB9 | 0111_1100_1011_1001 |    31929 |  185 | -839 | 31929
B94  | 083F | 0000_1000_0011_1111 |     2111 |   63 | -1985 | 2111
B95  | 7FDA | 0111_1111_1101_1010 |    32730 |  -38 |  -38 | 32730
B96  | 7F7D | 0111_1111_0111_1101 |    32637 | -131 | -131 | 32637
B97  | 7CA7 | 0111_1100_1010_0111 |    31911 |  167 | -857 | 31911
B98  | 7F79 | 0111_1111_0111_1001 |    32633 | -135 | -135 | 32633
B99  | 7FFB | 0111_1111_1111_1011 |    32763 |   -5 |   -5 | 32763
B9A  | 07C4 | 0000_0111_1100_0100 |     1988 |  -60 | 1988 | 1988
B9B  | 083A | 0000_1000_0011_1010 |     2106 |   58 | -1990 | 2106
B9C  | 07D9 | 0000_0111_1101_1001 |     2009 |  -39 | 2009 | 2009
B9D  | 07BF | 0000_0111_1011_1111 |     1983 |  -65 | 1983 | 1983
B9E  | 785D | 0111_1000_0101_1101 |    30813 |   93 | -1955 | 30813
B9F  | 7BF9 | 0111_1011_1111_1001 |    31737 |   -7 | -1031 | 31737
BA0  | 7B3E | 0111_1011_0011_1110 |    31550 | -194 | -1218 | 31550
